StateCode,CountyCode,StateName,CountyName,ConfirmedCount_1992_1996,ConfirmedCount_1997_2001,ConfirmedCount_2002_2006,ConfirmedCount_2007_2011
19,19,Iowa,Buchanan County,,,2,2
19,21,Iowa,Buena Vista County,1,1,,
19,23,Iowa,Butler County,,,1,1
19,25,Iowa,Calhoun County,,,,
19,27,Iowa,Carroll County,1,1,1,
19,29,Iowa,Cass County,,,,1
19,31,Iowa,Cedar County,,1,3,2
19,33,Iowa,Cerro Gordo County,3,1,2,
19,35,Iowa,Cherokee County,,3,3,
19,37,Iowa,Chickasaw County,,,2,
19,39,Iowa,Clarke County,,,,1
19,41,Iowa,Clay County,,,,
19,43,Iowa,Clayton County,2,5,15,36
19,45,Iowa,Clinton County,,3,2,6
19,47,Iowa,Crawford County,,1,,
19,49,Iowa,Dallas County,,,2,5
19,51,Iowa,Davis County,5,2,,
19,53,Iowa,Decatur County,,1,1,1
19,55,Iowa,Delaware County,,,5,5
19,57,Iowa,Des Moines County,4,2,3,3
19,59,Iowa,Dickinson County,1,1,2,1
19,61,Iowa,Dubuque County,1,1,19,28
19,63,Iowa,Emmet County,,,,
19,65,Iowa,Fayette County,,2,8,14
19,67,Iowa,Floyd County,,1,1,
19,69,Iowa,Franklin County,,,,1
19,71,Iowa,Fremont County,,,2,
19,73,Iowa,Greene County,,1,2,1
19,75,Iowa,Grundy County,,,,
19,77,Iowa,Guthrie County,1,,1,
19,79,Iowa,Hamilton County,,,2,3
19,81,Iowa,Hancock County,,,,
19,83,Iowa,Hardin County,,,3,2
19,85,Iowa,Harrison County,1,,,
19,87,Iowa,Henry County,,1,1,1
19,89,Iowa,Howard County,,1,3,3
19,91,Iowa,Humboldt County,1,,,
19,93,Iowa,Ida County,,,,
19,95,Iowa,Iowa County,1,5,8,17
19,97,Iowa,Jackson County,,1,5,12
19,99,Iowa,Jasper County,3,3,5,2
19,101,Iowa,Jefferson County,,1,1,
19,103,Iowa,Johnson County,5,9,37,93
19,105,Iowa,Jones County,,1,2,1
19,107,Iowa,Keokuk County,1,,3,1
19,109,Iowa,Kossuth County,,,2,1
19,111,Iowa,Lee County,2,2,2,5
19,113,Iowa,Linn County,6,12,24,37
19,115,Iowa,Louisa County,1,,2,5
19,117,Iowa,Lucas County,,,,2
19,119,Iowa,Lyon County,,,1,
19,121,Iowa,Madison County,,,,1
19,123,Iowa,Mahaska County,1,2,1,1
19,125,Iowa,Marion County,4,3,4,2
19,127,Iowa,Marshall County,,1,6,2
19,129,Iowa,Mills County,,,1,
19,131,Iowa,Mitchell County,,,,1
19,133,Iowa,Monona County,,,,
19,135,Iowa,Monroe County,1,1,1,2
19,137,Iowa,Montgomery County,,,,
19,139,Iowa,Muscatine County,2,5,23,13
19,141,Iowa,O'Brien County,1,,,
19,143,Iowa,Osceola County,,,,
19,145,Iowa,Page County,1,,,
19,147,Iowa,Palo Alto County,,,1,
19,149,Iowa,Plymouth County,,,1,2
19,151,Iowa,Pocahontas County,,,1,1
19,153,Iowa,Polk County,11,9,19,21
19,155,Iowa,Pottawattamie County,,1,2,1
19,157,Iowa,Poweshiek County,,1,1,3
19,159,Iowa,Ringgold County,,,,
19,161,Iowa,Sac County,,,,
19,163,Iowa,Scott County,10,11,24,14
19,165,Iowa,Shelby County,,,,1
19,167,Iowa,Sioux County,,,,1
19,169,Iowa,Story County,1,3,15,5
19,171,Iowa,Tama County,,,,
19,173,Iowa,Taylor County,,,,
19,175,Iowa,Union County,1,,,
19,177,Iowa,Van Buren County,,,,
19,179,Iowa,Wapello County,4,3,4,1
19,181,Iowa,Warren County,,1,2,4
19,183,Iowa,Washington County,2,,,3
19,185,Iowa,Wayne County,,,2,
19,187,Iowa,Webster County,3,4,4,2
19,189,Iowa,Winnebago County,1,,,
19,191,Iowa,Winneshiek County,1,1,7,16
19,193,Iowa,Woodbury County,1,1,,1
19,195,Iowa,Worth County,,,,3
19,197,Iowa,Wright County,1,,,2
20,0,Kansas,Kansas,,,,
20,1,Kansas,Allen County,2,,,
20,3,Kansas,Anderson County,,,,
20,5,Kansas,Atchison County,5,2,,
20,7,Kansas,Barber County,,,1,
20,9,Kansas,Barton County,,,,
20,11,Kansas,Bourbon County,,1,,1
20,13,Kansas,Brown County,,,1,
20,15,Kansas,Butler County,6,7,1,2
20,17,Kansas,Chase County,,,,
20,19,Kansas,Chautauqua County,,,,
20,21,Kansas,Cherokee County,1,2,,
20,23,Kansas,Cheyenne County,2,,,
20,25,Kansas,Clark County,,,,
20,27,Kansas,Clay County,1,,,
20,29,Kansas,Cloud County,,1,,
20,31,Kansas,Coffey County,,,,
20,33,Kansas,Comanche County,,,,
20,35,Kansas,Cowley County,,,,1
20,37,Kansas,Crawford County,1,3,,1
20,39,Kansas,Decatur County,,,,
20,41,Kansas,Dickinson County,,,,
20,43,Kansas,Doniphan County,2,1,,
20,45,Kansas,Douglas County,12,3,5,4
20,47,Kansas,Edwards County,,,,
20,49,Kansas,Elk County,1,1,,
20,51,Kansas,Ellis County,,,,1
20,53,Kansas,Ellsworth County,,,,
20,55,Kansas,Finney County,,,,
20,57,Kansas,Ford County,2,,1,
20,59,Kansas,Franklin County,1,1,,1
20,61,Kansas,Geary County,1,,,
20,63,Kansas,Gove County,,,,
20,65,Kansas,Graham County,,,,
20,67,Kansas,Grant County,,1,,
20,69,Kansas,Gray County,,,,
20,71,Kansas,Greeley County,,,,
20,73,Kansas,Greenwood County,,,,
20,75,Kansas,Hamilton County,,,,
20,77,Kansas,Harper County,,,,
20,79,Kansas,Harvey County,1,3,,
20,81,Kansas,Haskell County,,,,
20,83,Kansas,Hodgeman County,,,,
20,85,Kansas,Jackson County,,,,
20,87,Kansas,Jefferson County,5,1,,2
20,89,Kansas,Jewell County,,,,
20,91,Kansas,Johnson County,39,,4,21
20,93,Kansas,Kearny County,,,,
20,95,Kansas,Kingman County,2,,,
20,97,Kansas,Kiowa County,,,,
20,99,Kansas,Labette County,,,1,
20,101,Kansas,Lane County,,,,
20,103,Kansas,Leavenworth County,5,3,1,3
20,105,Kansas,Lincoln County,,,,
20,107,Kansas,Linn County,,,,
20,109,Kansas,Logan County,1,1,,
20,111,Kansas,Lyon County,1,,,
20,113,Kansas,McPherson County,,1,,
20,115,Kansas,Marion County,,,,
20,117,Kansas,Marshall County,,1,,
20,119,Kansas,Meade County,,,,
20,121,Kansas,Miami County,,1,1,
20,123,Kansas,Mitchell County,,,,
20,125,Kansas,Montgomery County,5,1,,1
20,127,Kansas,Morris County,1,,,
20,129,Kansas,Morton County,,,,
20,131,Kansas,Nemaha County,,,,
20,133,Kansas,Neosho County,,,,1
20,135,Kansas,Ness County,,1,,
20,137,Kansas,Norton County,,,,
20,139,Kansas,Osage County,3,,,1
20,141,Kansas,Osborne County,,,,
20,143,Kansas,Ottawa County,,1,,
20,145,Kansas,Pawnee County,,,,
20,147,Kansas,Phillips County,,,,
20,149,Kansas,Pottawatomie County,,,1,
20,151,Kansas,Pratt County,,,,
20,153,Kansas,Rawlins County,1,,,
20,155,Kansas,Reno County,5,,,5
20,157,Kansas,Republic County,,,,
20,159,Kansas,Rice County,,1,,
20,161,Kansas,Riley County,3,1,1,4
20,163,Kansas,Rooks County,,,,
20,165,Kansas,Rush County,,,,
20,167,Kansas,Russell County,,,,
20,169,Kansas,Saline County,1,1,,2
20,171,Kansas,Scott County,,,,
20,173,Kansas,Sedgwick County,6,6,,4
20,175,Kansas,Seward County,,,,
20,177,Kansas,Shawnee County,16,4,3,
20,179,Kansas,Sheridan County,,,,
20,181,Kansas,Sherman County,,,,
20,183,Kansas,Smith County,,,,
20,185,Kansas,Stafford County,,,,1
20,187,Kansas,Stanton County,,,,
20,189,Kansas,Stevens County,,,,
20,191,Kansas,Sumner County,,,,
20,193,Kansas,Thomas County,,,,
20,195,Kansas,Trego County,,,,
20,197,Kansas,Wabaunsee County,2,1,,
20,199,Kansas,Wallace County,,,,
20,201,Kansas,Washington County,,,,
20,203,Kansas,Wichita County,,,,
20,205,Kansas,Wilson County,,1,,
20,207,Kansas,Woodson County,,,,
20,209,Kansas,Wyandotte County,14,,,4
21,0,Kentucky,Kentucky,,15,,
21,1,Kentucky,Adair County,,1,,1
21,3,Kentucky,Allen County,,1,,
21,5,Kentucky,Anderson County,,,1,
21,7,Kentucky,Ballard County,1,1,,
21,9,Kentucky,Barren County,2,,,
21,11,Kentucky,Bath County,,,,
21,13,Kentucky,Bell County,,,,
21,15,Kentucky,Boone County,2,5,,
21,17,Kentucky,Bourbon County,1,,,
21,19,Kentucky,Boyd County,,,,
21,21,Kentucky,Boyle County,,1,,
21,23,Kentucky,Bracken County,,,,
21,25,Kentucky,Breathitt County,,,,
21,27,Kentucky,Breckinridge County,,,,
21,29,Kentucky,Bullitt County,,1,1,1
21,31,Kentucky,Butler County,1,3,,
21,33,Kentucky,Caldwell County,1,,,
21,35,Kentucky,Calloway County,2,,,
21,37,Kentucky,Campbell County,,1,,
21,39,Kentucky,Carlisle County,,,,
21,41,Kentucky,Carroll County,,,,
21,43,Kentucky,Carter County,1,,,
21,45,Kentucky,Casey County,1,,,
21,47,Kentucky,Christian County,4,9,3,1
21,49,Kentucky,Clark County,,1,1,
21,51,Kentucky,Clay County,,1,,
21,53,Kentucky,Clinton County,,1,,
21,55,Kentucky,Crittenden County,4,,,
21,57,Kentucky,Cumberland County,,,1,
21,59,Kentucky,Daviess County,4,4,,
21,61,Kentucky,Edmonson County,1,,,
21,63,Kentucky,Elliott County,,,,
21,65,Kentucky,Estill County,,,1,
21,67,Kentucky,Fayette County,5,5,4,1
21,69,Kentucky,Fleming County,,,,
21,71,Kentucky,Floyd County,2,,1,
21,73,Kentucky,Franklin County,,,,
21,75,Kentucky,Fulton County,,,,
21,77,Kentucky,Gallatin County,,,,
21,79,Kentucky,Garrard County,,,,
21,81,Kentucky,Grant County,,1,,
21,83,Kentucky,Graves County,1,,2,
21,85,Kentucky,Grayson County,4,4,2,1
21,87,Kentucky,Green County,1,1,2,
21,89,Kentucky,Greenup County,1,,,
21,91,Kentucky,Hancock County,1,1,1,
21,93,Kentucky,Hardin County,5,7,5,2
21,95,Kentucky,Harlan County,,,,
21,97,Kentucky,Harrison County,,,,
21,99,Kentucky,Hart County,,,,
21,101,Kentucky,Henderson County,4,,2,1
21,103,Kentucky,Henry County,,,,
21,105,Kentucky,Hickman County,1,,,
21,107,Kentucky,Hopkins County,,1,,
21,109,Kentucky,Jackson County,,,,
21,111,Kentucky,Jefferson County,9,10,11,5
21,113,Kentucky,Jessamine County,,,,
21,115,Kentucky,Johnson County,2,,,
21,117,Kentucky,Kenton County,3,,2,
21,119,Kentucky,Knott County,,,,
21,121,Kentucky,Knox County,,,,
21,123,Kentucky,Larue County,1,,1,
21,125,Kentucky,Laurel County,,,,1
21,127,Kentucky,Lawrence County,,,,
21,129,Kentucky,Lee County,,,,
21,131,Kentucky,Leslie County,,,,
21,133,Kentucky,Letcher County,,,,
21,135,Kentucky,Lewis County,1,,,
21,137,Kentucky,Lincoln County,,1,,
21,139,Kentucky,Livingston County,3,1,1,
21,141,Kentucky,Logan County,2,1,2,1
21,143,Kentucky,Lyon County,1,,,
21,145,Kentucky,McCracken County,3,2,1,
21,147,Kentucky,McCreary County,,,,
21,149,Kentucky,McLean County,,,,
21,151,Kentucky,Madison County,2,,1,1
21,153,Kentucky,Magoffin County,,,,
21,155,Kentucky,Marion County,,1,1,
21,157,Kentucky,Marshall County,1,,1,
21,159,Kentucky,Martin County,,2,,
21,161,Kentucky,Mason County,,,1,
21,163,Kentucky,Meade County,5,1,2,
21,165,Kentucky,Menifee County,,,,
21,167,Kentucky,Mercer County,,,,
21,169,Kentucky,Metcalfe County,1,,1,1
21,171,Kentucky,Monroe County,,,,
21,173,Kentucky,Montgomery County,1,1,1,
21,175,Kentucky,Morgan County,,1,,
21,177,Kentucky,Muhlenberg County,1,3,1,
21,179,Kentucky,Nelson County,,,6,
21,181,Kentucky,Nicholas County,,,,
21,183,Kentucky,Ohio County,2,,1,
21,185,Kentucky,Oldham County,2,,,
21,187,Kentucky,Owen County,,,,
21,189,Kentucky,Owsley County,1,,,
21,191,Kentucky,Pendleton County,,,,
21,193,Kentucky,Perry County,,,,
21,195,Kentucky,Pike County,1,1,,
21,197,Kentucky,Powell County,,,,
21,199,Kentucky,Pulaski County,3,,2,
21,201,Kentucky,Robertson County,,,,
21,203,Kentucky,Rockcastle County,,1,,
21,205,Kentucky,Rowan County,1,,2,
21,207,Kentucky,Russell County,2,,,1
21,209,Kentucky,Scott County,,1,2,
21,211,Kentucky,Shelby County,,,,
21,213,Kentucky,Simpson County,,,,1
21,215,Kentucky,Spencer County,1,1,,
21,217,Kentucky,Taylor County,1,1,2,
21,219,Kentucky,Todd County,,,,
21,221,Kentucky,Trigg County,,1,,
21,223,Kentucky,Trimble County,,,,
21,225,Kentucky,Union County,,1,,
21,227,Kentucky,Warren County,8,4,,1
21,229,Kentucky,Washington County,,,,
21,231,Kentucky,Wayne County,,,,
21,233,Kentucky,Webster County,2,1,,
21,235,Kentucky,Whitley County,,1,,
21,237,Kentucky,Wolfe County,,,,
21,239,Kentucky,Woodford County,,,,
22,0,Louisiana,Louisiana,,1,,
22,1,Louisiana,Acadia Parish,,,1,
22,3,Louisiana,Allen Parish,1,,1,
22,5,Louisiana,Ascension Parish,,1,2,
22,7,Louisiana,Assumption Parish,,,,
22,9,Louisiana,Avoyelles Parish,,,1,
22,11,Louisiana,Beauregard Parish,,,,
22,13,Louisiana,Bienville Parish,1,,,
22,15,Louisiana,Bossier Parish,1,2,,
22,17,Louisiana,Caddo Parish,4,4,1,2
22,19,Louisiana,Calcasieu Parish,,2,2,
22,21,Louisiana,Caldwell Parish,,,,
22,23,Louisiana,Cameron Parish,,,,
22,25,Louisiana,Catahoula Parish,,,,
22,27,Louisiana,Claiborne Parish,,,,
22,29,Louisiana,Concordia Parish,,1,,
22,31,Louisiana,De Soto Parish,1,,,
22,33,Louisiana,East Baton Rouge Parish,2,1,1,1
22,35,Louisiana,East Carroll Parish,,,,
22,37,Louisiana,East Feliciana Parish,,,,
22,39,Louisiana,Evangeline Parish,,,1,
22,41,Louisiana,Franklin Parish,1,,,
22,43,Louisiana,Grant Parish,,,1,
22,45,Louisiana,Iberia Parish,1,,,
22,47,Louisiana,Iberville Parish,1,,1,
22,49,Louisiana,Jackson Parish,,,,
22,51,Louisiana,Jefferson Parish,2,5,,
22,53,Louisiana,Jefferson Davis Parish,,,,
22,55,Louisiana,Lafayette Parish,,4,,
22,57,Louisiana,Lafourche Parish,,3,,
22,59,Louisiana,La Salle Parish,,,,
22,61,Louisiana,Lincoln Parish,,,,
22,63,Louisiana,Livingston Parish,2,1,,1
22,65,Louisiana,Madison Parish,,1,,
22,67,Louisiana,Morehouse Parish,,,1,
22,69,Louisiana,Natchitoches Parish,,,,
22,71,Louisiana,Orleans Parish,2,4,1,
22,73,Louisiana,Ouachita Parish,3,,,
22,75,Louisiana,Plaquemines Parish,,,,
22,77,Louisiana,Pointe Coupee Parish,,1,,
22,79,Louisiana,Rapides Parish,1,,1,
22,81,Louisiana,Red River Parish,,,,
22,83,Louisiana,Richland Parish,,,1,
22,85,Louisiana,Sabine Parish,,1,,
22,87,Louisiana,St. Bernard Parish,,,,1
22,89,Louisiana,St. Charles Parish,1,,,1
22,91,Louisiana,St. Helena Parish,,1,,
22,93,Louisiana,St. James Parish,,,,
22,95,Louisiana,St. John the Baptist Parish,,1,,
22,97,Louisiana,St. Landry Parish,,1,,1
22,99,Louisiana,St. Martin Parish,,2,1,
22,101,Louisiana,St. Mary Parish,,,,
22,103,Louisiana,St. Tammany Parish,3,4,,
22,105,Louisiana,Tangipahoa Parish,1,,1,
22,107,Louisiana,Tensas Parish,,,,
22,109,Louisiana,Terrebonne Parish,,2,,
22,111,Louisiana,Union Parish,1,,,
22,113,Louisiana,Vermilion Parish,,1,,
22,115,Louisiana,Vernon Parish,1,2,,
22,117,Louisiana,Washington Parish,1,6,,
22,119,Louisiana,Webster Parish,1,1,,1
22,121,Louisiana,West Baton Rouge Parish,,,,
22,123,Louisiana,West Carroll Parish,,,,
22,125,Louisiana,West Feliciana Parish,,,,
22,127,Louisiana,Winn Parish,,,,
23,0,Maine,Maine,,2,7,4
23,1,Maine,Androscoggin County,10,6,24,182
23,3,Maine,Aroostook County,3,1,9,20
23,5,Maine,Cumberland County,34,52,299,961
23,7,Maine,Franklin County,2,4,12,35
23,9,Maine,Hancock County,14,15,29,110
23,11,Maine,Kennebec County,8,8,51,411
23,13,Maine,Knox County,7,12,63,269
23,15,Maine,Lincoln County,12,9,63,180
23,17,Maine,Oxford County,3,9,11,73
23,19,Maine,Penobscot County,10,20,27,39
23,21,Maine,Piscataquis County,1,2,2,7
23,23,Maine,Sagadahoc County,2,4,36,174
23,25,Maine,Somerset County,2,5,13,27
23,27,Maine,Waldo County,2,4,14,76
23,29,Maine,Washington County,1,2,5,22
23,31,Maine,York County,64,177,539,870
24,0,Maryland,Maryland,1,,1,19
24,1,Maryland,Allegany County,2,4,11,35
24,3,Maryland,Anne Arundel County,95,378,498,585
24,5,Maryland,Baltimore County,371,199,56,1033
24,9,Maryland,Calvert County,38,166,229,161
24,11,Maryland,Caroline County,62,102,75,84
24,13,Maryland,Carroll County,50,176,569,480
24,15,Maryland,Cecil County,124,133,278,359
24,17,Maryland,Charles County,58,182,112,210
24,19,Maryland,Dorchester County,15,15,22,35
24,21,Maryland,Frederick County,8,90,467,494
24,23,Maryland,Garrett County,6,3,2,4
24,25,Maryland,Harford County,135,334,456,460
24,27,Maryland,Howard County,70,317,438,1159
24,29,Maryland,Kent County,81,132,72,109
24,31,Maryland,Montgomery County,125,298,453,1248
24,33,Maryland,Prince George's County,91,287,297,284
24,35,Maryland,Queen Anne's County,93,166,220,220
24,37,Maryland,St. Mary's County,27,58,66,107
24,39,Maryland,Somerset County,17,35,33,32
24,41,Maryland,Talbot County,42,123,100,128
24,43,Maryland,Washington County,9,29,180,324
24,45,Maryland,Wicomico County,23,23,92,91
24,47,Maryland,Worcester County,12,50,50,48
24,510,Maryland,Baltimore city,50,48,26,180
25,0,Massachusetts,Massachusetts,2,7,64,2357
25,1,Massachusetts,Barnstable County,124,599,870,799
25,3,Massachusetts,Berkshire County,4,144,350,490
25,5,Massachusetts,Bristol County,99,311,616,937
25,7,Massachusetts,Dukes County,41,149,262,176
25,9,Massachusetts,Essex County,96,588,980,1300
25,11,Massachusetts,Franklin County,7,19,66,206
25,13,Massachusetts,Hampden County,47,246,544,682
25,15,Massachusetts,Hampshire County,21,115,235,417
25,17,Massachusetts,Middlesex County,173,469,1496,2585
25,19,Massachusetts,Nantucket County,274,301,181,210
25,21,Massachusetts,Norfolk County,71,281,890,1612
25,23,Massachusetts,Plymouth County,99,531,1003,1511
25,25,Massachusetts,Suffolk County,28,66,127,236
25,27,Massachusetts,Worcester County,42,273,955,1630
26,0,Michigan,Michigan,,,,
26,1,Michigan,Alcona County,,,,
26,3,Michigan,Alger County,1,,2,
26,5,Michigan,Allegan County,1,2,5,10
26,7,Michigan,Alpena County,,1,,1
26,9,Michigan,Antrim County,1,,,
26,11,Michigan,Arenac County,,,,
26,13,Michigan,Baraga County,1,,,1
26,15,Michigan,Barry County,,,,3
26,17,Michigan,Bay County,,,,1
26,19,Michigan,Benzie County,,1,1,1
26,21,Michigan,Berrien County,2,3,7,29
26,23,Michigan,Branch County,,1,1,1
26,25,Michigan,Calhoun County,,1,2,1
26,27,Michigan,Cass County,,,2,3
26,29,Michigan,Charlevoix County,,,,1
26,31,Michigan,Cheboygan County,,,2,
26,33,Michigan,Chippewa County,2,2,,1
26,35,Michigan,Clare County,,,,2
26,37,Michigan,Clinton County,,,,1
26,39,Michigan,Crawford County,,,,
26,41,Michigan,Delta County,4,1,3,9
26,43,Michigan,Dickinson County,,2,1,13
26,45,Michigan,Eaton County,,,3,2
26,47,Michigan,Emmet County,1,1,,
26,49,Michigan,Genesee County,2,1,3,6
26,51,Michigan,Gladwin County,,,,2
26,53,Michigan,Gogebic County,1,,1,13
26,55,Michigan,Grand Traverse County,1,1,,6
26,57,Michigan,Gratiot County,,,1,
26,59,Michigan,Hillsdale County,2,1,,2
26,61,Michigan,Houghton County,2,,,4
26,63,Michigan,Huron County,,,1,
26,65,Michigan,Ingham County,4,2,4,4
26,67,Michigan,Ionia County,1,,1,2
26,69,Michigan,Iosco County,2,2,1,1
26,71,Michigan,Iron County,,,,
26,73,Michigan,Isabella County,1,1,,2
26,75,Michigan,Jackson County,1,,4,2
26,77,Michigan,Kalamazoo County,3,4,5,6
26,79,Michigan,Kalkaska County,,,,
26,81,Michigan,Kent County,2,10,14,15
26,83,Michigan,Keweenaw County,,,,
26,85,Michigan,Lake County,,,,
26,87,Michigan,Lapeer County,,,2,2
26,89,Michigan,Leelanau County,,1,,
26,91,Michigan,Lenawee County,5,1,3,2
26,93,Michigan,Livingston County,2,1,1,5
26,95,Michigan,Luce County,,,,
26,97,Michigan,Mackinac County,2,1,1,
26,99,Michigan,Macomb County,7,3,5,1
26,101,Michigan,Manistee County,,,,1
26,103,Michigan,Marquette County,8,2,1,4
26,105,Michigan,Mason County,,1,,2
26,107,Michigan,Mecosta County,1,,,2
26,109,Michigan,Menominee County,22,21,44,110
26,111,Michigan,Midland County,1,1,2,1
26,113,Michigan,Missaukee County,,,,
26,115,Michigan,Monroe County,,1,1,
26,117,Michigan,Montcalm County,1,,1,1
26,119,Michigan,Montmorency County,,,,
26,121,Michigan,Muskegon County,5,,4,4
26,123,Michigan,Newaygo County,,,,
26,125,Michigan,Oakland County,10,4,14,22
26,127,Michigan,Oceana County,1,,1,
26,129,Michigan,Ogemaw County,,1,,
26,131,Michigan,Ontonagon County,2,,,10
26,133,Michigan,Osceola County,,1,,1
26,135,Michigan,Oscoda County,,1,,1
26,137,Michigan,Otsego County,,,1,
26,139,Michigan,Ottawa County,,1,12,15
26,141,Michigan,Presque Isle County,,1,,
26,143,Michigan,Roscommon County,1,,,
26,145,Michigan,Saginaw County,,,,
26,147,Michigan,St. Clair County,1,2,1,2
26,149,Michigan,St. Joseph County,1,1,1,2
26,151,Michigan,Sanilac County,,,,1
26,153,Michigan,Schoolcraft County,,,,
26,155,Michigan,Shiawassee County,,,,
26,157,Michigan,Tuscola County,,,,
26,159,Michigan,Van Buren County,,6,1,3
26,161,Michigan,Washtenaw County,2,3,15,25
26,163,Michigan,Wayne County,16,7,6,11
26,165,Michigan,Wexford County,1,1,1,
27,0,Minnesota,Minnesota,8,4,,48
27,1,Minnesota,Aitkin County,36,50,70,86
27,3,Minnesota,Anoka County,58,178,344,466
27,5,Minnesota,Becker County,,1,44,84
27,7,Minnesota,Beltrami County,2,7,66,154
27,9,Minnesota,Benton County,5,18,17,36
27,11,Minnesota,Big Stone County,,,,1
27,13,Minnesota,Blue Earth County,12,8,19,15
27,15,Minnesota,Brown County,1,3,7,6
27,17,Minnesota,Carlton County,10,12,62,159
27,19,Minnesota,Carver County,7,7,29,46
27,21,Minnesota,Cass County,9,36,152,183
27,23,Minnesota,Chippewa County,,,,2
27,25,Minnesota,Chisago County,44,52,84,111
27,27,Minnesota,Clay County,1,1,6,24
27,29,Minnesota,Clearwater County,,2,19,21
27,31,Minnesota,Cook County,,2,3,1
27,33,Minnesota,Cottonwood County,1,,1,2
27,35,Minnesota,Crow Wing County,66,180,472,319
27,37,Minnesota,Dakota County,59,87,246,295
27,39,Minnesota,Dodge County,,3,3,13
27,41,Minnesota,Douglas County,3,,7,13
27,43,Minnesota,Faribault County,2,2,2,3
27,45,Minnesota,Fillmore County,,3,21,29
27,47,Minnesota,Freeborn County,,1,8,8
27,49,Minnesota,Goodhue County,6,4,33,48
27,51,Minnesota,Grant County,1,,,
27,53,Minnesota,Hennepin County,162,247,574,778
27,55,Minnesota,Houston County,3,31,111,66
27,57,Minnesota,Hubbard County,2,1,69,102
27,59,Minnesota,Isanti County,14,26,37,79
27,61,Minnesota,Itasca County,3,10,85,170
27,63,Minnesota,Jackson County,,1,,1
27,65,Minnesota,Kanabec County,28,44,37,39
27,67,Minnesota,Kandiyohi County,1,2,8,20
27,69,Minnesota,Kittson County,,1,,3
27,71,Minnesota,Koochiching County,,2,1,2
27,73,Minnesota,Lac qui Parle County,,,,1
27,75,Minnesota,Lake County,1,,10,9
27,77,Minnesota,Lake of the Woods County,,,1,1
27,79,Minnesota,Le Sueur County,1,4,4,11
27,81,Minnesota,Lincoln County,,,1,
27,83,Minnesota,Lyon County,1,2,1,
27,85,Minnesota,McLeod County,1,2,10,12
27,87,Minnesota,Mahnomen County,,,6,7
27,89,Minnesota,Marshall County,,,1,7
27,91,Minnesota,Martin County,,,1,4
27,93,Minnesota,Meeker County,,2,7,7
27,95,Minnesota,Mille Lacs County,26,27,53,63
27,97,Minnesota,Morrison County,5,26,72,72
27,99,Minnesota,Mower County,1,1,7,12
27,101,Minnesota,Murray County,,,,1
27,103,Minnesota,Nicollet County,1,3,11,11
27,105,Minnesota,Nobles County,1,,,
27,107,Minnesota,Norman County,,,5,6
27,109,Minnesota,Olmsted County,15,26,43,80
27,111,Minnesota,Otter Tail County,1,4,16,48
27,113,Minnesota,Pennington County,,,3,7
27,115,Minnesota,Pine County,71,61,115,162
27,117,Minnesota,Pipestone County,,,,
27,119,Minnesota,Polk County,,,10,31
27,121,Minnesota,Pope County,,,1,1
27,123,Minnesota,Ramsey County,151,209,329,432
27,125,Minnesota,Red Lake County,,,1,1
27,127,Minnesota,Redwood County,,,3,1
27,129,Minnesota,Renville County,,2,2,3
27,131,Minnesota,Rice County,2,7,15,29
27,133,Minnesota,Rock County,,,,1
27,135,Minnesota,Roseau County,,1,5,1
27,137,Minnesota,St. Louis County,21,29,82,278
27,139,Minnesota,Scott County,14,19,57,69
27,141,Minnesota,Sherburne County,10,43,110,180
27,143,Minnesota,Sibley County,1,,2,3
27,145,Minnesota,Stearns County,12,24,80,122
27,147,Minnesota,Steele County,3,2,11,10
27,149,Minnesota,Stevens County,,,1,
27,151,Minnesota,Swift County,,,2,
27,153,Minnesota,Todd County,,2,26,39
27,155,Minnesota,Traverse County,,,,
27,157,Minnesota,Wabasha County,2,6,19,30
27,159,Minnesota,Wadena County,,2,9,38
27,161,Minnesota,Waseca County,2,3,,8
27,163,Minnesota,Washington County,102,151,284,349
27,165,Minnesota,Watonwan County,,,2,3
27,167,Minnesota,Wilkin County,,,,
27,169,Minnesota,Winona County,9,26,86,142
27,171,Minnesota,Wright County,6,16,54,99
27,173,Minnesota,Yellow Medicine County,1,,,1
28,0,Mississippi,Mississippi,,3,,
28,1,Mississippi,Adams County,,,,
28,3,Mississippi,Alcorn County,,,2,
28,5,Mississippi,Amite County,2,1,1,
28,7,Mississippi,Attala County,,3,,
28,9,Mississippi,Benton County,,,,
28,11,Mississippi,Bolivar County,,,,
28,13,Mississippi,Calhoun County,,,,
28,15,Mississippi,Carroll County,,,,
28,17,Mississippi,Chickasaw County,,,,
28,19,Mississippi,Choctaw County,,2,,
28,21,Mississippi,Claiborne County,,,,
28,23,Mississippi,Clarke County,1,1,1,
28,25,Mississippi,Clay County,,,,
28,27,Mississippi,Coahoma County,1,,1,
28,29,Mississippi,Copiah County,1,1,1,
28,31,Mississippi,Covington County,1,,,
28,33,Mississippi,DeSoto County,1,1,3,
28,35,Mississippi,Forrest County,,,4,
28,37,Mississippi,Franklin County,,1,,
28,39,Mississippi,George County,,,,
28,41,Mississippi,Greene County,,,,
28,43,Mississippi,Grenada County,1,,,
28,45,Mississippi,Hancock County,,1,1,
28,47,Mississippi,Harrison County,7,7,1,
28,49,Mississippi,Hinds County,5,9,2,2
28,51,Mississippi,Holmes County,,,,
28,53,Mississippi,Humphreys County,,,,
